Domain,Number of DNS requests,Missed DNS requests missed,Number of Packets,Number of Bytes,Estimated Packets,Estimated Bytes
mail-gu02-crm-ms02.avature.net,4,0,0,0,0.0,0.0
dualstack.pinterest.map.fastly.net,11,0,0,0,0.0,0.0
r2---sn-ab5l6ndr.gvt1.com,4,0,0,0,0.0,0.0
leadpublicschools.org,1,0,0,0,0.0,0.0
static-global-s-msn-com.akamaized.net,23,0,0,0,0.0,0.0
p60-keyvalueservice.icloud.com,3,0,0,0,0.0,0.0
181.142.251.23.bc.googleusercontent.com,8,0,0,0,0.0,0.0
confiant-integrations.global.ssl.fastly.net,30,0,87,5790,87.0,5790.0
onedriveclucproddm20009.blob.core.windows.net,17,0,0,0,0.0,0.0
54dc71f80a4c48015617170153c15569.fp.measure.office.com,2,0,0,0,0.0,0.0
vpn12-client-172-20-219-4.princeton.edu,6,0,0,0,0.0,0.0
mail-bn8nam12on2081.outbound.protection.outlook.com,1,0,0,0,0.0,0.0
ma.mailenvelope.bbc.co.uk,2,0,0,0,0.0,0.0
p41-keyvalueservice.icloud.com,8,0,23,1526,23.0,1526.0
lecs-destinations-secondlife-com.s3.amazonaws.com,2,0,0,0,0.0,0.0
olmprodpowerlift-cdn.azureedge.net,18,0,214,11736,214.0,11736.0
api.flightproxy.teams.microsoft.com,30,0,13,714,13.0,714.0
20.0-24.49.84.195.host.songnetworks.se,15,0,0,0,0.0,0.0
worldaz.tr.teams.microsoft.com,33,0,0,0,0.0,0.0
net-93-149-79-247.cust.vodafonedsl.it,7,0,0,0,0.0,0.0
prod-fastly-us-east-1.video.pscp.tv,2,0,3973,262242,3973.0,262242.0
princeton.summon.serialssolutions.com,6,0,0,0,0.0,0.0
bidder-criteo.va1.vip.prod.criteo.com,7,0,0,0,0.0,0.0
a12465-4552.cluster99.canvas-user-content.com,1,0,0,0,0.0,0.0
washingtonpost-d.openx.net,11,0,49,2718,49.0,2718.0
qbykkoyxhr5coxumzz5a-f-f325caafa-clientnsv4-s.akamaihd.net,1,0,0,0,0.0,0.0
inst-fs-iad-prod.inscloudgate.net,9,0,65,4318,65.0,4318.0
a12465-37109.cluster99.canvas-user-content.com,1,0,0,0,0.0,0.0
a12465-37099.cluster99.canvas-user-content.com,1,0,0,0,0.0,0.0
mail-dm6nam11olkn2107.outbound.protection.outlook.com,6,0,23,1242,23.0,1242.0
69.90.206.106.4vw5piqz5ksoolyszwje5tobsi.zen.dq.spamhaus.net,3,0,0,0,0.0,0.0
s2.gp1.wpc.alphacdn.net,4,0,0,0,0.0,0.0
mail-dm6nam11olkn2066.outbound.protection.outlook.com,6,0,21,1134,21.0,1134.0
304ljw4amcep3ali496xph6b-wpengine.netdna-ssl.com,2,0,0,0,0.0,0.0
live-com.olc.protection.outlook.com,4,0,18,1204,18.0,1204.0
prod-ash-usermatch-1919559762.us-east-1.elb.amazonaws.com,6,0,0,0,0.0,0.0
nado-ecs-lb-us-east-2-1690985176.us-east-2.elb.amazonaws.com,7,0,0,0,0.0,0.0
cdn.tynt.com.cdn.cloudflare.net,3,0,0,0,0.0,0.0
sc.tynt.com.cdn.cloudflare.net,2,0,0,0,0.0,0.0
1_qtkl6j3o.p.kpublish.kaltura.com,31,0,0,0,0.0,0.0
cookie-sync-service-prod.steelhousemedia.com,1,0,0,0,0.0,0.0
presentation-atl1.turn.com,11,0,88,4908,88.0,4908.0
2-southcentralus1.pushp.svc.ms,2,0,99,5394,99.0,5394.0
production-evvnt-plugin-herokuapp-com.global.ssl.fastly.net,3,0,0,0,0.0,0.0
prod-zync-elb-150989390.us-west-2.elb.amazonaws.com,4,0,0,0,0.0,0.0
61-90-160-216.static.asianet.co.th,6,0,0,0,0.0,0.0
AmericanLibertyOutreach.com,2,0,0,0,0.0,0.0
11.198.77.34.bc.googleusercontent.com,7,0,0,0,0.0,0.0
p4-gvhh3ces5xoo4-unx24ymq4cunvnlw-if-v6exp3-v4.metric.gstatic.com,2,0,0,0,0.0,0.0
stocks-sparkline-lb.apple.com.akadns.net,8,0,0,0,0.0,0.0
statefarmmutualautomobileinsurancecompany.demdex.net,10,0,0,0,0.0,0.0
c-71-226-227-225.hsd1.nj.comcast.net,2,0,0,0,0.0,0.0
ifsabutler-org01b.mail.protection.outlook.com,1,0,0,0,0.0,0.0
pol-d25s80khgg7f.princeton.edu,6,0,0,0,0.0,0.0
96.223.143.45.4vw5piqz5ksoolyszwje5tobsi.sbl-xbl.dq.spamhaus.net,11,0,0,0,0.0,0.0
mesu-cdn.apple.com.akadns.net,4,0,0,0,0.0,0.0
secure.aadcdn.microsoftonline-p.com,8,0,0,0,0.0,0.0
a-us-east.rfihub.com.akadns.net,5,0,10,548,10.0,548.0
1162167-17.chat.api.drift.com,8,0,0,0,0.0,0.0
o365adtapiprodna003n.cloudapp.net,14,0,0,0,0.0,0.0
184.80.168.60.4vw5piqz5ksoolyszwje5tobsi.sbl-xbl.dq.spamhaus.net,126,0,0,0,0.0,0.0
www.rochestercivictheatre.org,2,0,0,0,0.0,0.0
gsp36-ssl.ls-apple.com.akadns.net,2,0,0,0,0.0,0.0
adhsprodncuaadsynciadata.blob.core.windows.net,14,0,36,1992,36.0,1992.0
mail-eopbgr140050.outbound.protection.outlook.com,6,0,0,0,0.0,0.0
vpn12-client-172-20-216-64.princeton.edu,2,0,0,0,0.0,0.0
io-display-metrics-137160059.us-east-1.elb.amazonaws.com,30,0,0,0,0.0,0.0
mail.mail77.sea31.mcsv.net,3,0,0,0,0.0,0.0
adhsprodncuehsyncia.servicebus.windows.net,9,0,84,4572,84.0,4572.0
princetontestcrmseed.elluciancrmadvance.com,38,0,0,0,0.0,0.0
239.2.40.77.4vw5piqz5ksoolyszwje5tobsi.sbl-xbl.dq.spamhaus.net,18,0,0,0,0.0,0.0
prod.itpdownloads.paloaltonetworks.com,17,0,15970,1054044,15970.0,1054044.0
as-sec.casalemedia.com.edgekey.net,4,0,0,0,0.0,0.0
a27-145.smtp-out.us-west-2.amazonses.com,3,0,0,0,0.0,0.0
www.world-archaeology.com,4,0,0,0,0.0,0.0
cid-875ce5efbc91084d.users.storage.live.com,4,0,0,0,0.0,0.0
mail-gu02-crm-ms01.avature.net,3,0,0,0,0.0,0.0
qbykkoyxhr5coxumz4tq-f-dbc4f52d2-clientnsv4-s.akamaihd.net,1,0,0,0,0.0,0.0
api.aws.parking.godaddy.com,2,0,0,0,0.0,0.0
asimov.vortex.data.microsoft.com.akadns.net,17,0,11,734,11.0,734.0
outbound1.e.americanregistry.com,4,0,0,0,0.0,0.0
a27-235.smtp-out.us-west-2.amazonses.com,4,0,0,0,0.0,0.0
a27-75.smtp-out.us-west-2.amazonses.com,4,0,0,0,0.0,0.0
lib-tickdata.pu.win.princeton.edu,4,0,0,0,0.0,0.0
r4---sn-8xgp1vo-2ial.googlevideo.com,3,0,20,1064,20.0,1064.0
r4---sn-ab5l6nzy.googlevideo.com,2,0,1154,48980,1154.0,48980.0
atg-etbuf2016-prd-iad1-114281-1326216375.us-east-1.elb.amazonaws.com,6,0,18,1204,18.0,1204.0
bp.conf.f.360.cn,1,0,12,664,12.0,664.0
sync-cdn.itunes-apple.com.akadns.net,2,0,0,0,0.0,0.0
collector-pxhyx10rg3.px-cloud.net,5,0,0,0,0.0,0.0
e.christopherandbanks.com,3,0,0,0,0.0,0.0
tt-10759-0.seg.t.tailtarget.com,3,0,1,66,1.0,66.0
mail1.thought-leadership-marketing.com,4,0,0,0,0.0,0.0
sonic309-14.consmr.mail.bf2.yahoo.com,5,0,0,0,0.0,0.0
audio-ak-spotify-com.akamaized.net,7,0,9603,633806,9603.0,633806.0
tlm-technology-2.com,4,0,0,0,0.0,0.0
mta.email.kaplanprofessional.com,3,0,0,0,0.0,0.0
176.122.190.40.16clouds.com,6,0,0,0,0.0,0.0
s2.shared.global.fastly.net,6,0,0,0,0.0,0.0
v118-27-31-188.hkbx.static.cnode.io,32,0,0,0,0.0,0.0
p58-imap.mail.me.com.akadns.net,2,0,70,4660,70.0,4660.0
evvnt-api.global.ssl.fastly.net,3,0,0,0,0.0,0.0
evvnt-search.global.ssl.fastly.net,3,0,0,0,0.0,0.0
us-smtp-inbound-1.mimecast.com,17,0,117,7738,117.0,7738.0
7decdb6a6105405890d337e3e5e4baad.fp.measure.office.com,1,0,0,0,0.0,0.0
240.206.200.35.bc.googleusercontent.com,6,0,0,0,0.0,0.0
appnexus-partners.tremorhub.com,8,0,20,1116,20.0,1116.0
onenext-live.prod.audience.acpm.fr,4,0,0,0,0.0,0.0
www.realclearpolitics.com,2,0,0,0,0.0,0.0
proteomics-sandbox.princeton.edu,6,0,0,0,0.0,0.0
buf-lemonde-fr-cddc.at-o.net,5,0,0,0,0.0,0.0
mail-relay8-cse1.blackboard.com,6,0,0,0,0.0,0.0
mx003.vodafonemail.xion.oxcs.net,6,0,0,0,0.0,0.0
ironnetcybersecurity.com,10,0,0,0,0.0,0.0
pixel-event-tracking-v3-1858495376.us-east-1.elb.amazonaws.com,10,0,0,0,0.0,0.0
skypedataprdcolneu01.cloudapp.net,15,0,15,990,15.0,990.0
o21.sg.m.dripemail2.com,5,0,0,0,0.0,0.0
daypass.api-glb-nyc.smoot.apple.com,12,0,138,8960,138.0,8960.0
keysightanalytics.com,17,0,0,0,0.0,0.0
tigercubadvisors.com,4,0,0,0,0.0,0.0
o25.ck.m.convertkit.com,4,0,0,0,0.0,0.0
r4---sn-ab5szn7r.googlevideo.com,3,0,3053,128226,3053.0,128226.0
science.sciencemag.org.cdn.cloudflare.net,10,0,0,0,0.0,0.0
ios-informationplatform.wps.cn,4,0,0,0,0.0,0.0
3-courier.sandbox.push.apple.com,9,0,0,0,0.0,0.0
authadvtuva21.elluciancrmadvance.com,6,0,0,0,0.0,0.0
4-courier.sandbox.push.apple.com,6,0,0,0,0.0,0.0
edge-082.usnyc.ce.apple-dns.net,4,0,0,0,0.0,0.0
r6---sn-ab5sznl7.googlevideo.com,1,0,0,0,0.0,0.0
r6---sn-ab5l6n6e.googlevideo.com,1,0,0,0,0.0,0.0
array808.prod.do.dsp.mp.microsoft.com,6,0,9,498,9.0,498.0
a-ups-presence2-prod.eastus2.cloudapp.azure.com,6,0,0,0,0.0,0.0
mail-mw2nam10on2132.outbound.protection.outlook.com,2,0,0,0,0.0,0.0
r1---sn-ab5l6nsk.googlevideo.com,2,0,10,420,10.0,420.0
array604.prod.do.dsp.mp.microsoft.com,11,0,0,0,0.0,0.0
r6---sn-ab5l6nsk.googlevideo.com,4,0,6,252,6.0,252.0
205.228.14.179.4vw5piqz5ksoolyszwje5tobsi.zen.dq.spamhaus.net,3,0,0,0,0.0,0.0
r1---sn-vgqsenek.googlevideo.com,2,0,42212,1772904,42212.0,1772904.0
click.virt.s6.exacttarget.com,1,0,0,0,0.0,0.0
8c8dd791f1354b71cd2a7332f97c39c3.fp.measure.office.com,1,0,0,0,0.0,0.0
la2-c1-ia2.ia2.r.salesforceliveagent.com,20,0,0,0,0.0,0.0
amp-www-complex-com.cdn.ampproject.org,1,0,25,1650,25.0,1650.0
advtuvaapp21-1292471009.us-east-1.elb.amazonaws.com,11,0,0,0,0.0,0.0
dpu.samsungelectronics.com,4,0,0,0,0.0,0.0
77-46-239-41.static.isp.telekom.rs,9,0,0,0,0.0,0.0
a-lb.tribalfusion.com.akadns.net,2,0,0,0,0.0,0.0
screensavers-1252899349.file.myqcloud.com,1,0,0,0,0.0,0.0
scontent.fewr1-1.fna.fbcdn.net,12,0,0,0,0.0,0.0
seungworkstation09.princeton.edu,7,0,0,0,0.0,0.0
znccfs4ioy7g0ufdf-dishvoc.siteintercept.qualtrics.com,1,0,0,0,0.0,0.0
ec2-52-80-100-85.cn-north-1.compute.amazonaws.com.cn,12,0,0,0,0.0,0.0
images-complex-com.cdn.ampproject.org,1,0,2413,156978,2413.0,156978.0
array616.prod.do.dsp.mp.microsoft.com,25,0,0,0,0.0,0.0
91.3.40.77.4vw5piqz5ksoolyszwje5tobsi.sbl-xbl.dq.spamhaus.net,4,0,0,0,0.0,0.0
meta.api.production.infinit.io,6,0,0,0,0.0,0.0
elb-aws-ca-melbourne-1633328629.us-west-1.elb.amazonaws.com,5,0,0,0,0.0,0.0
hbopenbid88000nf.pubmatic.com,11,0,25,1662,25.0,1662.0
r2---sn-vgqsknlz.googlevideo.com,1,0,36600,1976784,36600.0,1976784.0
airtable-inbound-production.s3.amazonaws.com,12,0,0,0,0.0,0.0
o365adtapiprodna004n.cloudapp.net,6,0,0,0,0.0,0.0
eyeinthesky-infranet2.Princeton.EDU,5,0,0,0,0.0,0.0
skypedataprdcolcus14.cloudapp.net,27,0,0,0,0.0,0.0
chemistry-europe.onlinelibrary.wiley.com,16,0,0,0,0.0,0.0
analytics.eip.telegraph.co.uk,3,0,83,4614,83.0,4614.0
arrow.qualityemailservice.com,3,0,0,0,0.0,0.0
cf.eip.telegraph.co.uk,3,0,83,4686,83.0,4686.0
pubs.acs.org.cdn.cloudflare.net,14,0,0,0,0.0,0.0
raritan-87pr-network-lab.Princeton.EDU,4,0,0,0,0.0,0.0
38.200.232.68.list.dnswl.org,2,0,0,0,0.0,0.0
statics-marketingsites-eus-ms-com.akamaized.net,4,0,0,0,0.0,0.0
performance-data.gcpdata.telegraph.co.uk,3,0,50,2904,50.0,2904.0
125.180.158.51.4vw5piqz5ksoolyszwje5tobsi.zen.dq.spamhaus.net,14,0,0,0,0.0,0.0
205.red-2-139-174.staticip.rima-tde.net,12,0,0,0,0.0,0.0
128-112-71-79_s-23-63-78-65_ts-1586286391-clienttons-s.akamaihd.net,2,0,0,0,0.0,0.0
qbyeotyxh5hiuxumz43q-p3h8oe-a35af3558-clientnsv4-s.akamaihd.net,2,0,0,0,0.0,0.0
presitgeautostephensonranch.com,11,0,0,0,0.0,0.0
07f13dd1d7c511ea8e98396de6dbb274.fp.measure.office.com,1,0,0,0,0.0,0.0
cf-particle-html.eip.telegraph.co.uk,3,0,61,3498,61.0,3498.0
telegraphmediagroupl.tt.omtrdc.net,3,0,48,2604,48.0,2604.0
bee.elm.relay.mailchannels.net,1,0,0,0,0.0,0.0
host81-130-234-235.in-addr.btopenworld.com,12,0,0,0,0.0,0.0
pol-d25s80khgg7f.pu.win.princeton.edu,6,0,0,0,0.0,0.0
180.56.239.193.4vw5piqz5ksoolyszwje5tobsi.zen.dq.spamhaus.net,4,0,0,0,0.0,0.0
0b2cd04c-a32e-4316-8dff-4f1aa59900bb.partner.permutive.app,1,0,57,3798,57.0,3798.0
images-fe.ssl-images-amazon.com,5,0,0,0,0.0,0.0
shpd-178-69-202-123.vologda.ru,2,0,0,0,0.0,0.0
wildcard.ntv.io.edgekey.net,2,0,0,0,0.0,0.0
tools.eip.telegraph.co.uk,3,0,95,5334,95.0,5334.0
k.shared.global.fastly.net,4,0,0,0,0.0,0.0
beap1.cb.g01.yahoodns.net,3,0,0,0,0.0,0.0
6lhz4vrtni-flywheel.netdna-ssl.com,1,0,439,23766,439.0,23766.0
static.newsmaxfeednetwork.com,2,0,0,0,0.0,0.0
citationprocdessingcenter.com,16,0,0,0,0.0,0.0
firsthealthforum.com,14,0,0,0,0.0,0.0
tracking.newsmaxfeednetwork.com,2,0,0,0,0.0,0.0
postfix.rectorado.utn.edu.ar,18,0,0,0,0.0,0.0
tags.bluekai.com.edgekey.net,2,0,0,0,0.0,0.0
waws-prod-dm1-155.sip.azurewebsites.windows.net,2,0,0,0,0.0,0.0
s.conf.wsm.360.cn,8,0,25,1390,25.0,1390.0
mail-dm6nam10on2103.outbound.protection.outlook.com,1,0,0,0,0.0,0.0
dash.pro42.akm.cdn.hbogo.com,3,0,0,0,0.0,0.0
wildcard.outbrain.com.edgekey.net,6,0,0,0,0.0,0.0
essvmbkp201w-netmgt.Princeton.EDU,3,0,0,0,0.0,0.0
p4-gjdmuyoca5ote-xhpusbhlygsusfan-811478-s1-v6exp3-v4.metric.gstatic.com,2,0,0,0,0.0,0.0
cat.va.us.criteo.com,30,0,59,3806,59.0,3806.0
eissql211w-netmgt.Princeton.EDU,3,0,0,0,0.0,0.0
a9225b4cdccd1f6b392a802720569ebe0.profile.iah50-c3.cloudfront.net,2,0,0,0,0.0,0.0
event.ad.cpe.dotomi.com,6,0,0,0,0.0,0.0
ip1.ads.stickyadstv.com.akadns.net,6,0,0,0,0.0,0.0
bongo.birch.relay.mailchannels.net,1,0,0,0,0.0,0.0
eistsm207l-netmgt.Princeton.EDU,3,0,0,0,0.0,0.0
raritan-87pr-core.Princeton.EDU,3,0,0,0,0.0,0.0
rat.va.us.criteo.com,10,0,0,0,0.0,0.0
17.courier-push-apple.com.akadns.net,3,0,0,0,0.0,0.0
rs2pb4tiidsm6xumz42q-f-79c3df5f6-clientnsv4-s.akamaihd.net,1,0,0,0,0.0,0.0
api.braintreegateway.com,4,0,36,1968,36.0,1968.0
docs.paloaltonetworks.com,1,0,0,0,0.0,0.0
325b005a1d5883ab7509e229c3ce40cb.safeframe.googlesyndication.com,1,0,0,0,0.0,0.0
client-analytics.braintreegateway.com,1,0,17,922,17.0,922.0
www.townandcountrymag.com,8,0,0,0,0.0,0.0
242.188.62.185.4vw5piqz5ksoolyszwje5tobsi.zen.dq.spamhaus.net,3,0,0,0,0.0,0.0
r3---sn-ab5l6n6s.c.youtube.com,2,0,0,0,0.0,0.0
r3.sn-ab5l6n6s.c.youtube.com,1,0,0,0,0.0,0.0
qbyenbyxh5hiuxumz46a-pwdby0-8ac0f559b-clientnsv4-s.akamaihd.net,2,0,0,0,0.0,0.0
128-112-70-135_s-23-63-78-65_ts-1586286396-clienttons-s.akamaihd.net,2,0,0,0,0.0,0.0
onedriveclubproddm20005.blob.core.windows.net,2,0,0,0,0.0,0.0
web-clients.mynativeplatform.com,2,0,0,0,0.0,0.0
cell-com.mail.protection.outlook.com,2,0,0,0,0.0,0.0
omp.e.turbotax.intuit.com,4,0,89,5862,89.0,5862.0
mta3.washingtonmatrix.com,5,0,0,0,0.0,0.0
cks.mynativeplatform.com,2,0,0,0,0.0,0.0
r1---sn-ab5szn7s.gvt1.com,2,0,0,0,0.0,0.0
www.newsmax.com.edgekey.net,2,0,0,0,0.0,0.0
prototype.newpatientstomorrow.com,5,0,0,0,0.0,0.0
o446.em.email.mackweldon.com,5,0,0,0,0.0,0.0
dspcks.mynativeplatform.com,2,0,0,0,0.0,0.0
mailer95.gate91.rs.smtp.com,4,0,0,0,0.0,0.0
o4.delivery.memberclicks-mail.net,2,0,0,0,0.0,0.0
external-preview.redd.it,11,0,55212,3644104,55212.0,3644104.0
p27-btmmdns.icloud.com.akadns.net,3,0,0,0,0.0,0.0
mail-oln040092009011.outbound.protection.outlook.com,3,0,0,0,0.0,0.0
myrewardsprogram.net,4,0,0,0,0.0,0.0
o5.sg.l.mail-zr.com,10,0,0,0,0.0,0.0
68-116-41-6.static.mdfd.or.charter.com,4,0,0,0,0.0,0.0
mail-oln040092253012.outbound.protection.outlook.com,8,0,0,0,0.0,0.0
o1.sg.m.gombanc.com,5,0,0,0,0.0,0.0
princetonpromotions.com,7,0,0,0,0.0,0.0
princetonhistory.org,7,0,0,0,0.0,0.0
moonlight-stream.org,2,0,0,0,0.0,0.0
mail-eopbgr20051.outbound.protection.outlook.com,7,0,0,0,0.0,0.0
mail-eopbgr700129.outbound.protection.outlook.com,9,0,0,0,0.0,0.0
6-courier.sandbox.push.apple.com,4,0,0,0,0.0,0.0
includemodal.global.ssl.fastly.net,2,0,80,4520,80.0,4520.0
o2.lv1le.shared.sendgrid.net,2,0,0,0,0.0,0.0
public-vmta-ip-11-124.salsalabs.org,5,0,0,0,0.0,0.0
dls1prd.di.atlas.samsung.com,7,0,214,14220,214.0,14220.0
nussbaumcpa.com.1.0001.arsmtp.com,1,0,0,0,0.0,0.0
35.courier-push-apple.com.akadns.net,1,0,0,0,0.0,0.0
en25.com.multi.uribl.com,4,0,0,0,0.0,0.0
mpmailgate2.huronconsultinggroup.com,2,0,0,0,0.0,0.0
v150-95-31-150.a006.g.bkk1.static.cnode.io,12,0,0,0,0.0,0.0
titan.service.amazonbrowserapp.com,20,0,0,0,0.0,0.0
3.debian.pool.ntp.org,10,0,0,0,0.0,0.0
public-api-endpoint-alb-shard1-2114080350.us-east-1.elb.amazonaws.com,1,0,0,0,0.0,0.0
r5---sn-ab5sznl7.c.drive.google.com,4,0,0,0,0.0,0.0
r5---sn-vgqs7nlr.c.drive.google.com,4,0,0,0,0.0,0.0
home1-device-api.coro.net,4,0,93,5130,93.0,5130.0
api.flightproxy.teams.trafficmanager.net,1,0,0,0,0.0,0.0
firebaseperusertopics-pa.googleapis.com,9,0,0,0,0.0,0.0
recommendation-newsletter.wpdigital.net,2,0,0,0,0.0,0.0
cvps-158-199-142-170.secure.ne.jp,3,0,0,0,0.0,0.0
i2-jbecppxlwyyoozdcocogjqqfwufkez.init.cedexis-radar.net,2,0,0,0,0.0,0.0
gruppoespresso01.webtrekk.net,6,0,0,0,0.0,0.0
prod.contentsync-onenote.com.akadns.net,5,0,6,392,6.0,392.0
onedriveclubprodbn20021.blob.core.windows.net,1,0,0,0,0.0,0.0
resources.digital-cloud-gov.medallia.com,9,0,0,0,0.0,0.0
vpn12-client-172-20-192-148.princeton.edu,4,0,0,0,0.0,0.0
guc3-accesspoint-b-9xs9.ap.spotify.com,1,0,76,5080,76.0,5080.0
mail-oln040092004075.outbound.protection.outlook.com,2,0,21,1134,21.0,1134.0
vpn10-client-128-112-69-253.princeton.edu,196,0,0,0,0.0,0.0
d3-pr-cu-sb-ns-01.servicebus.windows.net,7,0,9,498,9.0,498.0
geo-applefinance-cache.internal.query.g03.yahoodns.net,7,0,11,734,11.0,734.0
gsa.apple.com.akadns.net,9,0,46,3024,46.0,3024.0
d3-pr-cu-app-gcrapi.azurewebsites.net,3,0,0,0,0.0,0.0
p34-btmmdns.icloud.com.akadns.net,2,0,0,0,0.0,0.0
186.2.40.77.4vw5piqz5ksoolyszwje5tobsi.sbl-xbl.dq.spamhaus.net,45,0,0,0,0.0,0.0
p66-imap.mail.me.com.akadns.net,2,0,0,0,0.0,0.0
r3---sn-ab5szn7r.googlevideo.com,6,0,123754,5197668,123754.0,5197668.0
muw1-shasta-wrs-prod01.westus.cloudapp.azure.com,12,0,0,0,0.0,0.0
essconsole201w-netmgt.Princeton.EDU,3,0,0,0,0.0,0.0
researchgatemail.net,12,0,0,0,0.0,0.0
dualstack.exchange-staging-1641953433.us-east-1.elb.amazonaws.com,1,0,0,0,0.0,0.0
qbyfjzixh5hiuxumz5cq-p8hzr2-aabb7f538-clientnsv4-s.akamaihd.net,1,0,0,0,0.0,0.0
128-112-84-229_s-23-63-78-49_ts-1586286405-clienttons-s.akamaihd.net,1,0,0,0,0.0,0.0
r3---sn-ab5szne7.googlevideo.com,2,0,0,0,0.0,0.0
www.nafsa.org.cdn.cloudflare.net,8,0,0,0,0.0,0.0
static.hotjar.com.c.section.io,33,0,113,7410,113.0,7410.0
ad.turn.com.akadns.net,5,0,0,0,0.0,0.0
prod.ups-ats.us-east-1.aolp-ds-prd.aws.oath.cloud,2,0,0,0,0.0,0.0
api-edge.apps-lb.itunes-apple.com.akadns.net,4,0,77,5122,77.0,5122.0
js.brealtime.com.cdn.cloudflare.net,1,0,0,0,0.0,0.0
ds-geoycpi-uno.gycpi.b.yahoodns.net,7,0,0,0,0.0,0.0
aod.itunes.g.aaplimg.com,15,0,57741,3810954,57741.0,3810954.0
imp-east.pub.local.emxdgt.com,1,0,0,0,0.0,0.0
vpn10-client-128-112-70-126.princeton.edu,2,0,0,0,0.0,0.0
support.content.office.microsoft.com,2,0,0,0,0.0,0.0
biddr.brealtime.com.cdn.cloudflare.net,1,0,0,0,0.0,0.0
231.78.123.83.4vw5piqz5ksoolyszwje5tobsi.zen.dq.spamhaus.net,3,0,0,0,0.0,0.0
mail7.medtextoapublications.info,2,0,0,0,0.0,0.0
h1.bytedance.map.fastly.net,1,0,37,2450,37.0,2450.0
h2.shared.global.fastly.net,16,0,0,0,0.0,0.0
a0f5af62ca53fd4c3f67f0e96768b11b.clo.footprintdns.com,1,0,12,660,12.0,660.0
ds-pr-bh.ybp.gysm.yahoodns.net,13,0,48,2592,48.0,2592.0
50-247-156-186-static.hfc.comcastbusiness.net,12,0,0,0,0.0,0.0
c-24-3-39-126.hsd1.pa.comcast.net,2,0,0,0,0.0,0.0
pull-hls-l1.tiktokcdn.com.wsdvs.com,2,0,0,0,0.0,0.0
pull-flv-l1.tiktokcdn.com.wsdvs.com,2,0,0,0,0.0,0.0
r1---sn-ab5l6nsk.gvt1.com,2,0,0,0,0.0,0.0
pull-rtmp-l1.tiktokcdn.com.wsdvs.com,2,0,0,0,0.0,0.0
mhostcl2ap01pwdu.prod.oclc.org,1,0,0,0,0.0,0.0
pull-f5.tiktokcdn.com.c.worldfcdn.com,3,0,0,0,0.0,0.0
fast-prod-cluster-loki.eastus.cloudapp.azure.com,14,0,0,0,0.0,0.0
optimized-by.rubiconproject.net.akadns.net,5,0,0,0,0.0,0.0
jabraxpressonlineprdstor.blob.core.windows.net,4,0,0,0,0.0,0.0
r6---sn-ab5szn7z.googlevideo.com,6,0,6011,281778,6011.0,281778.0
crawl-66-249-64-13.googlebot.com,6,0,0,0,0.0,0.0
cs.chocolateplatform.com,4,0,0,0,0.0,0.0
t-domdex204-lb-main-use1-public.mgnt-xspprod.in,11,0,0,0,0.0,0.0
d110090b.ess.barracudanetworks.com,1,0,0,0,0.0,0.0
p34-availability.icloud.com,1,0,15,998,15.0,998.0
iamencoder205w-netmgt.Princeton.EDU,3,0,0,0,0.0,0.0
essesx200v-netmgt.Princeton.EDU,3,0,0,0,0.0,0.0
utulsa-edu.mail.protection.outlook.com,1,0,0,0,0.0,0.0
connectivitycheck.platform.hicloud.com,1,0,2,140,2.0,140.0
www.foodservicedirectorder.com,2,0,0,0,0.0,0.0
raritan-87pr-core2.Princeton.EDU,3,0,0,0,0.0,0.0
worker-15.sfj.corp.censys.io,6,0,0,0,0.0,0.0
log.ncaudienceexchange.com,6,0,68,4556,68.0,4556.0
api-apps-lb.itunes-apple.com.akadns.net,4,0,104,6936,104.0,6936.0
srv-2020-04-07-07.pixel.parsely.com,2,0,0,0,0.0,0.0
events-us-east-1.ipredictive.com,2,0,0,0,0.0,0.0
p13-keyvalueservice.icloud.com,3,0,0,0,0.0,0.0
r3---sn-apn7en7l.googlevideo.com,2,0,0,0,0.0,0.0
canvas-iad-prod-c99-2100556506.us-east-1.elb.amazonaws.com,17,0,153,8262,153.0,8262.0
6acb76ef820cec123d5f1325c7f32ea7.prod.amp4mail.googleusercontent.com,1,0,0,0,0.0,0.0
acf19ae9f61c36cfbbecc6a67b1ffc28.prod.amp4mail.googleusercontent.com,1,0,37,2458,37.0,2458.0
se-edge.itunes-apple.com.akadns.net,4,0,43,2726,43.0,2726.0
array602.prod.do.dsp.mp.microsoft.com,4,0,11,606,11.0,606.0
princetonkindredspirit.com,12,0,0,0,0.0,0.0
leased-line-93-191-100-144.telecom.by,2,0,4,264,4.0,264.0
global.safebrowsing.service.amazonsilk.com,2,0,0,0,0.0,0.0
everhour-api-486715767.us-west-2.elb.amazonaws.com,2,0,0,0,0.0,0.0
a830edad9050849405e20022917.sharepoint.com,8,0,0,0,0.0,0.0
chat-gateway-prod.chat.snapchat.com,7,0,123,8174,123.0,8174.0
1.197.60.178.unassigned.reverse-mundo-r.com,4,0,0,0,0.0,0.0
3a18f4ce86a67d38444134070bb16782.clo.footprintdns.com,4,0,0,0,0.0,0.0
r2---sn-h5q7dnlk.googlevideo.com,3,0,12,504,12.0,504.0
r4---sn-ab5sznl7.gvt1.com,8,0,19,1038,19.0,1038.0
tracking-1611167402.us-east-1.elb.amazonaws.com,7,0,0,0,0.0,0.0
