*,0.7782925769976976,0.708246584117026,0.7168820910009163
PDOM05.pu.win.princeton.edu,0.0024566151699759705,0.0,0.0
124.230.49.37.4vw5piqz5ksoolyszwje5tobsi.sbl-xbl.dq.spamhaus.net,0.05251790478394363,0.0,0.0
edog1.naturallanguageeditorservice.osi.office.net.akadns.net,1.341496338553431e-05,0.0,0.0
tlu.dl.delivery.mp.microsoft.com,0.0019401390796328995,0.0008909504518205769,0.0008473259351411081
pdom08.pu.win.princeton.edu,0.0010295984398397582,0.0,0.0
eis202lb-router-fw.princeton.edu,0.008577192214625998,0.0,0.0
1_i3gqmr0f.b.kpublish.kaltura.com,5.7013594388520815e-05,0.0,0.0
66.22.213.154.4vw5piqz5ksoolyszwje5tobsi.sbl-xbl.dq.spamhaus.net,0.00015091833808726098,0.0,0.0
www.google-analytics.com,0.0017087309612324327,0.000290542132046599,0.0002750184037707527
www.googletagmanager.com,0.0008988025468307987,0.0001342774125510609,0.00012444175127123436
browser.pipe.aria.microsoft.com,0.001889832966937146,0.00020160192705429112,0.00020094810977732214
51.223.143.45.4vw5piqz5ksoolyszwje5tobsi.sbl-xbl.dq.spamhaus.net,0.0008719726200597302,0.0,0.0
onedriveclubprodbn20019.blob.core.windows.net,1.6768704231917888e-06,0.0,0.0
r3---sn-ab5sznld.gvt1.com,2.347618592468504e-05,1.2387215179987166e-06,1.1886427380793877e-06
215.101.132.38.4vw5piqz5ksoolyszwje5tobsi.sbl-xbl.dq.spamhaus.net,0.005372692835906491,0.0,0.0
sender47-us-east-1-p.emailage.com,6.707481692767155e-06,0.0,0.0
PDOM08.pu.win.princeton.edu,0.002565611747483437,0.0,0.0
webextensions.settings.services.mozilla.com,4.1921760579794716e-05,1.48646582159846e-05,1.711123062509888e-05
cdn-file-ssl-bizhi.ludashi.com,1.6768704231917888e-06,0.00015768924924123662,0.00014972979897367057
eis203lb-router-fw.princeton.edu,0.008508440527275136,0.0,0.0
d.la1-c1-ord.salesforceliveagent.com,2.347618592468504e-05,0.0,0.0
browser.events.data.trafficmanager.net,0.0006858400030854416,8.980731005490695e-06,1.0473553503479734e-05
googlehosted.l.googleusercontent.com,0.000714346800279702,4.341718920585502e-05,5.023430619264079e-05
host-88-132-66-26.prtelecom.hu,5.365985354213724e-05,0.0,0.0
biotechniques-update.com,8.384352115958944e-06,0.0,0.0
pdom06.pu.win.princeton.edu,0.0030368123364003293,0.0,0.0
PDOM07.pu.win.princeton.edu,0.0028858939983130685,0.0,0.0
script.crazyegg.com.cdn.cloudflare.net,1.5091833808726098e-05,0.0,0.0
mobile.pipe.aria.microsoft.com,0.00689026056889506,5.004434932714815e-05,5.373710136767693e-05
fe3cr.delivery.mp.microsoft.com,8.384352115958943e-05,2.0438905046978824e-05,1.9553826141811466e-05
dl.delivery.mp.microsoft.com,0.0012358535018923483,0.0005982405571174802,0.0005678512096032336
sb.scorecardresearch.com,0.0008535270454046205,6.0883162609636917e-05,6.714525269337464e-05
edge.gycpi.b.yahoodns.net,0.0002632686564411108,1.5112402519584342e-05,1.4925521267897953e-05
